419	55828398
420	56271600
421	56717120
422	57164964
423	57615138
424	58067648
425	58522500
426	58979700
427	59439254
428	59901168
429	60365448
430	60832100
431	61301130
432	61772544
433	62246348
434	62722548
435	63201150
436	63682160
437	64165584
438	64651428
439	65139698
440	65630400
441	66123540
442	66619124
443	67117158
444	67617648
445	68120600
446	68626020
447	69133914
448	69644288
449	70157148
450	70672500
451	71190350
452	71710704
453	72233568
454	72758948
455	73286850
456	73817280
457	74350244
458	74885748
459	75423798
460	75964400
461	76507560
462	77053284
463	77601578
464	78152448
465	78705900
466	79261940
467	79820574
468	80381808
469	80945648
470	81512100
471	82081170
472	82652864
473	83227188
474	83804148
475	84383750
476	84966000
477	85550904
478	86138468
479	86728698
480	87321600
481	87917180
482	88515444
483	89116398
484	89720048
485	90326400
486	90935460
487	91547234
488	92161728
489	92778948
490	93398900
491	94021590
492	94647024
493	95275208
494	95906148
495	96539850
496	97176320
497	97815564
498	98457588
499	99102398
500	99750000
